idade,data,estado,salario,nivel_educacao,numero_filhos,estado_civil,area_atuacao,anos_experiencia
51,1972-07-04,Maranhão,4647.94,Ensino Fundamental,0,Casado,Comércio,26
59,1964-10-03,Mato Grosso do Sul,5016.93,Ensino Médio,0,Solteiro,Educação,37
65,1958-05-07,Rio de Janeiro,3478.16,Ensino Fundamental,0,Casado,Comércio,4
23,2000-08-02,Tocantins,3813.67,Ensino Médio,1,Solteiro,Tecnologia,1
64,1959-07-13,Bahia,6925.63,Ensino Superior,3,Divorciado,Comércio,29
29,1994-08-20,Rio de Janeiro,2781.57,Ensino Médio,2,Casado,Educação,1
18,2005-06-13,Maranhão,6986.8,Pós-graduação,1,Solteiro,Saúde,0
40,1983-05-26,Bahia,8032.26,Ensino Médio,1,Casado,Saúde,19
49,1974-08-28,Amapá,10070.3,Ensino Médio,1,Casado,Indústria,23
34,1989-11-12,Espírito Santo,7212.34,Ensino Médio,0,Casado,Saúde,5
65,1958-05-29,Santa Catarina,12618.42,Ensino Médio,0,Casado,Saúde,29
56,1967-09-29,Piauí,8173.29,Ensino Médio,0,Casado,Comércio,23
34,1990-03-15,Maranhão,4164.45,Ensino Fundamental,0,Solteiro,Comércio,4
52,1971-05-31,Amazonas,13371.19,Ensino Superior,1,Solteiro,Saúde,17
46,1977-10-05,Alagoas,4213.56,Ensino Médio,2,Casado,Comércio,4
61,1962-06-22,Rio Grande do Norte,11641.31,Ensino Superior,0,Solteiro,Educação,36
43,1981-01-11,Pará,3137.57,Ensino Fundamental,1,Casado,Educação,2
41,1983-03-13,Rio de Janeiro,8144.63,Ensino Superior,0,Solteiro,Indústria,16
43,1980-12-04,Amazonas,8518.22,Ensino Médio,0,Casado,Saúde,16
28,1996-03-03,Pernambuco,3529.19,Ensino Médio,1,Divorciado,Saúde,4
32,1991-08-27,Acre,11566.3,Ensino Superior,2,Casado,Educação,13
58,1965-10-26,Espírito Santo,4426.53,Ensino Fundamental,0,Casado,Saúde,7
35,1988-09-17,Rio Grande do Norte,4570.46,Ensino Médio,1,Solteiro,Comércio,10
22,2001-10-06,Pernambuco,6004.06,Ensino Superior,0,Casado,Tecnologia,3
55,1968-10-14,Maranhão,2691.18,Ensino Fundamental,1,Solteiro,Saúde,3
24,1999-09-16,São Paulo,2931.9,Ensino Fundamental,1,Solteiro,Tecnologia,1
41,1983-01-03,Amazonas,12308.2,Ensino Médio,0,Casado,Tecnologia,20
46,1977-11-17,Alagoas,4816.25,Ensino Médio,1,Divorciado,Comércio,12
53,1970-12-05,Sergipe,5503.02,Ensino Médio,0,Casado,Comércio,5
62,1961-12-23,Paraná,10582.99,Pós-graduação,1,Casado,Tecnologia,2
28,1995-05-28,Distrito Federal,4740.85,Ensino Superior,0,Casado,Saúde,2
46,1978-03-12,Goiás,9224.94,Ensino Médio,0,Casado,Indústria,22
56,1967-08-13,Ceará,8100.86,Ensino Médio,0,Casado,Educação,26
18,2005-07-22,Acre,6395.09,Ensino Médio,0,Solteiro,Saúde,0
53,1970-09-15,Acre,10689.4,Ensino Médio,1,Divorciado,Tecnologia,9
24,1999-07-26,Ceará,5039.24,Ensino Médio,0,Casado,Indústria,5
64,1959-04-13,Espírito Santo,11725.76,Ensino Superior,0,Casado,Comércio,14
45,1978-07-29,Alagoas,5722.6,Ensino Médio,0,Casado,Tecnologia,3
32,1992-01-16,Tocantins,4130.42,Ensino Fundamental,0,Casado,Tecnologia,3
49,1974-07-13,Ceará,4339.31,Ensino Médio,0,Divorciado,Indústria,3
31,1993-01-06,Alagoas,4352.06,Ensino Fundamental,0,Casado,Educação,10
46,1977-08-26,São Paulo,12019.57,Ensino Médio,3,Casado,Tecnologia,22
40,1983-12-18,Goiás,4024.7,Ensino Médio,2,Casado,Indústria,18
26,1997-04-19,Mato Grosso do Sul,2546.73,Ensino Médio,1,Casado,Comércio,3
24,2000-02-10,Sergipe,5344.93,Ensino Médio,0,Solteiro,Saúde,1
19,2004-04-26,Paraná,4556.95,Ensino Médio,0,Casado,Tecnologia,1
51,1972-08-25,Pará,14312.11,Ensino Superior,0,Casado,Comércio,29
44,1979-04-13,Mato Grosso do Sul,8273.45,Ensino Médio,2,Casado,Tecnologia,19
44,1979-08-26,Minas Gerais,4639.55,Ensino Fundamental,1,Solteiro,Indústria,21
22,2001-09-05,Amapá,4959.44,Ensino Fundamental,2,Casado,Tecnologia,3
24,1999-10-05,Rio de Janeiro,7419.01,Ensino Médio,0,Solteiro,Saúde,4
21,2003-01-07,Rondônia,3960.79,Ensino Superior,1,Casado,Educação,3
25,1999-02-01,Acre,5234.36,Ensino Médio,1,Solteiro,Educação,4
25,1998-05-19,Amapá,5808.65,Ensino Superior,1,Solteiro,Comércio,2
39,1985-01-07,Rondônia,6009.77,Ensino Médio,0,Casado,Comércio,8
54,1969-05-22,Pernambuco,13263.69,Ensino Médio,0,Solteiro,Indústria,31
66,1957-05-12,Alagoas,6874.12,Ensino Superior,1,Casado,Comércio,40
19,2004-05-17,Santa Catarina,5762.53,Ensino Superior,1,Casado,Saúde,0
52,1971-10-13,Amazonas,7607.89,Ensino Médio,0,Solteiro,Indústria,15
41,1982-09-14,Mato Grosso,9974.78,Ensino Médio,3,Casado,Tecnologia,22
29,1994-11-28,Distrito Federal,5179.79,Ensino Médio,2,Solteiro,Indústria,3
42,1982-03-22,Piauí,13289.88,Ensino Superior,1,Casado,Tecnologia,20
31,1993-02-04,Mato Grosso,13807.08,Pós-graduação,0,Casado,Saúde,2
35,1988-05-07,Paraíba,7751.01,Ensino Médio,0,Casado,Comércio,10
26,1998-03-16,Pará,4210.78,Ensino Médio,0,Casado,Comércio,3
59,1964-10-18,Espírito Santo,5045.98,Ensino Fundamental,1,Casado,Comércio,12
45,1978-11-09,Rio de Janeiro,4155.12,Ensino Médio,0,Solteiro,Comércio,21
26,1997-05-05,Roraima,12397.87,Pós-graduação,0,Casado,Comércio,1
52,1971-05-17,Santa Catarina,5670.73,Ensino Médio,0,Casado,Tecnologia,7
21,2002-06-07,Mato Grosso,12540.05,Pós-graduação,2,Solteiro,Saúde,3
61,1963-03-13,Acre,16324.08,Ensino Médio,0,Divorciado,Tecnologia,35
26,1998-04-01,Santa Catarina,8655.45,Ensino Médio,0,Casado,Tecnologia,2
20,2004-04-05,Roraima,4193.51,Ensino Médio,4,Solteiro,Comércio,0
21,2002-05-26,Rio de Janeiro,8310.21,Pós-graduação,1,Solteiro,Saúde,3
37,1986-07-03,Mato Grosso,4448.29,Ensino Médio,1,Solteiro,Tecnologia,4
35,1988-08-15,Goiás,6174.23,Ensino Superior,0,Casado,Tecnologia,12
44,1979-08-14,Distrito Federal,8368.14,Ensino Médio,1,Casado,Tecnologia,5
26,1997-06-08,Piauí,2878.55,Ensino Médio,1,Solteiro,Educação,2
43,1981-02-27,Acre,9242.23,Ensino Médio,1,Casado,Indústria,20
21,2002-04-17,Mato Grosso do Sul,8908.49,Ensino Superior,0,Casado,Saúde,2
37,1986-12-14,Tocantins,4272.84,Ensino Fundamental,0,Casado,Tecnologia,19
21,2002-06-19,Rio de Janeiro,2652.72,Ensino Médio,0,Solteiro,Indústria,0
56,1967-11-29,Mato Grosso,6377.55,Ensino Médio,3,Solteiro,Educação,37
40,1984-01-08,Bahia,9136.25,Ensino Médio,2,Casado,Comércio,22
25,1998-05-11,Roraima,6051.52,Ensino Superior,0,Casado,Indústria,5
63,1961-01-14,Mato Grosso,14808.58,Ensino Médio,1,Solteiro,Indústria,43
45,1979-02-10,Rondônia,8466.77,Ensino Superior,0,Casado,Educação,27
58,1966-04-09,Pernambuco,5815.63,Ensino Fundamental,1,Casado,Tecnologia,37
39,1984-09-20,Minas Gerais,11430.83,Ensino Superior,2,Solteiro,Tecnologia,3
56,1967-05-15,Maranhão,4895.63,Ensino Fundamental,1,Solteiro,Saúde,16
46,1977-08-12,Goiás,6307.75,Ensino Superior,1,Solteiro,Indústria,4
63,1961-02-25,Ceará,13086.11,Ensino Superior,4,Casado,Saúde,14
39,1984-11-17,Distrito Federal,5590.56,Ensino Médio,0,Divorciado,Tecnologia,0
19,2004-06-17,Pará,5142.61,Ensino Médio,2,Solteiro,Comércio,1
43,1981-02-20,Rio de Janeiro,7887.01,Ensino Médio,1,Solteiro,Comércio,21
46,1977-07-09,Pará,4701.76,Ensino Fundamental,0,Casado,Saúde,26
38,1986-01-16,Espírito Santo,4155.98,Ensino Superior,0,Casado,Educação,3
31,1993-04-09,Mato Grosso,7213.09,Ensino Médio,0,Casado,Saúde,13
45,1978-12-16,Mato Grosso,4282.54,Ensino Fundamental,0,Divorciado,Indústria,10
18,2005-12-17,Espírito Santo,6356.89,Ensino Superior,0,Casado,Tecnologia,0
49,1974-06-24,Ceará,2653.06,Ensino Médio,0,Casado,Comércio,3
26,1997-09-07,Roraima,5323.49,Ensino Médio,0,Casado,Indústria,1
32,1991-10-18,Rio Grande do Norte,10728.51,Pós-graduação,0,Divorciado,Educação,12
39,1984-06-15,Rio Grande do Norte,7960.64,Ensino Médio,1,Divorciado,Educação,12
40,1983-08-16,São Paulo,7419.26,Ensino Médio,1,Casado,Comércio,7
52,1971-07-24,Rio Grande do Sul,3428.49,Ensino Médio,0,Casado,Saúde,5
30,1993-09-21,Piauí,5106.31,Ensino Médio,3,Casado,Educação,10
21,2002-06-19,Ceará,6794.18,Ensino Médio,1,Divorciado,Tecnologia,3
41,1982-07-29,Paraíba,4733.24,Ensino Médio,1,Solteiro,Educação,19
50,1974-04-01,Pará,9983.59,Ensino Superior,0,Solteiro,Indústria,23
39,1984-09-16,Alagoas,2761.5,Ensino Médio,1,Casado,Educação,9
22,2002-03-04,Goiás,7366.97,Ensino Médio,0,Casado,Saúde,2
32,1991-06-09,Pará,5084.47,Ensino Fundamental,0,Casado,Indústria,8
22,2001-08-17,Paraíba,6255.56,Ensino Médio,1,Viúvo,Indústria,2
21,2002-10-02,Tocantins,6556.92,Ensino Médio,1,Divorciado,Tecnologia,1
47,1976-11-20,Sergipe,7440.1,Ensino Médio,1,Casado,Comércio,3
58,1965-04-25,Santa Catarina,4745.6,Ensino Médio,1,Casado,Educação,21
50,1973-12-15,Distrito Federal,12453.97,Ensino Superior,2,Casado,Tecnologia,13
49,1974-10-13,São Paulo,7483.26,Ensino Médio,0,Casado,Saúde,8
51,1972-11-28,Pará,7738.22,Ensino Médio,0,Casado,Indústria,4
58,1965-08-28,Amazonas,5984.31,Ensino Fundamental,0,Casado,Comércio,15
59,1964-09-18,Mato Grosso do Sul,5333.1,Ensino Fundamental,0,Divorciado,Comércio,25
26,1997-04-17,Rondônia,8267.31,Ensino Superior,0,Solteiro,Indústria,4
48,1976-02-03,Santa Catarina,3876.21,Ensino Fundamental,0,Casado,Saúde,3
18,2005-12-21,Pará,6968.3,Pós-graduação,0,Solteiro,Indústria,0
25,1998-08-15,Paraná,3177.43,Ensino Médio,1,Casado,Saúde,1
39,1984-08-23,Maranhão,9657.35,Ensino Superior,0,Casado,Educação,13
22,2002-03-19,Piauí,5916.91,Ensino Médio,0,Casado,Comércio,3
22,2002-03-13,Rio de Janeiro,2953.58,Ensino Médio,2,Casado,Educação,3
27,1996-08-10,Roraima,2248.62,Ensino Fundamental,0,Casado,Comércio,7
24,2000-02-03,Acre,11136.01,Ensino Superior,1,Solteiro,Tecnologia,1
40,1984-02-20,Rio de Janeiro,3737.85,Ensino Médio,1,Casado,Comércio,13
61,1962-04-17,Pará,6825.23,Ensino Médio,1,Casado,Saúde,40
58,1966-01-29,Espírito Santo,4211.94,Ensino Médio,2,Viúvo,Comércio,7
44,1980-03-02,São Paulo,10361.49,Ensino Superior,0,Solteiro,Educação,23
64,1959-12-13,Espírito Santo,7570.88,Ensino Médio,1,Casado,Educação,27
35,1989-01-19,Paraíba,7267.28,Ensino Médio,3,Casado,Comércio,9
29,1994-11-17,Acre,10189.06,Ensino Superior,0,Solteiro,Saúde,2
38,1985-11-26,Mato Grosso,6214.23,Ensino Médio,0,Casado,Tecnologia,7
54,1969-10-26,Acre,11091.51,Ensino Superior,0,Viúvo,Saúde,27
56,1967-11-24,Goiás,5135.03,Ensino Fundamental,2,Solteiro,Tecnologia,27
56,1967-08-26,Sergipe,7961.8,Ensino Médio,0,Casado,Indústria,12
50,1973-10-03,São Paulo,8622.7,Ensino Médio,3,Casado,Educação,22
28,1995-06-15,Rio Grande do Norte,5181.97,Ensino Médio,0,Solteiro,Saúde,0
24,1999-10-01,Rio de Janeiro,5672.45,Ensino Superior,0,Divorciado,Saúde,5
48,1975-08-05,Sergipe,4306.02,Ensino Médio,3,Solteiro,Indústria,7
29,1994-08-12,Mato Grosso do Sul,6689.37,Ensino Médio,0,Solteiro,Indústria,2
33,1991-03-16,Acre,6851.89,Ensino Médio,1,Casado,Comércio,12
49,1975-03-19,Distrito Federal,11212.25,Ensino Superior,1,Divorciado,Saúde,23
39,1984-10-15,Mato Grosso do Sul,14754.73,Ensino Superior,1,Divorciado,Indústria,19
18,2006-01-19,Roraima,6362.62,Ensino Superior,0,Divorciado,Comércio,0
61,1962-07-25,São Paulo,19141.71,Ensino Superior,1,Solteiro,Tecnologia,26
49,1974-05-28,Distrito Federal,2956.37,Ensino Fundamental,0,Casado,Comércio,12
28,1995-12-23,Pernambuco,7604.08,Ensino Médio,0,Casado,Saúde,7
22,2002-03-10,Distrito Federal,3917.3,Ensino Médio,1,Solteiro,Saúde,2
21,2003-01-26,Maranhão,5384.28,Ensino Médio,0,Solteiro,Saúde,0
41,1982-10-17,Minas Gerais,9636.84,Ensino Superior,0,Casado,Comércio,8
29,1994-05-27,Sergipe,5897.31,Ensino Médio,0,Casado,Comércio,4
62,1961-11-15,Pará,7475.09,Ensino Superior,3,Casado,Indústria,19
18,2005-09-08,Rio Grande do Sul,4910.29,Ensino Médio,4,Solteiro,Saúde,0
35,1988-04-24,Mato Grosso,4044.44,Ensino Médio,1,Casado,Comércio,16
29,1994-09-02,Roraima,7613.93,Ensino Médio,0,Solteiro,Indústria,5
49,1974-11-18,Sergipe,13228.87,Ensino Médio,3,Casado,Tecnologia,21
30,1994-02-27,Minas Gerais,7186.7,Ensino Superior,0,Solteiro,Educação,12
60,1963-11-22,Distrito Federal,2678.41,Ensino Fundamental,0,Casado,Educação,4
40,1983-12-28,Maranhão,8792.43,Ensino Superior,1,Solteiro,Comércio,7
44,1980-02-06,Rio Grande do Sul,6176.59,Ensino Médio,0,Casado,Indústria,6
26,1997-10-17,Maranhão,5573.69,Ensino Médio,1,Casado,Saúde,3
19,2004-05-08,Amazonas,3412.82,Ensino Médio,2,Casado,Indústria,1
19,2004-05-20,Sergipe,11011.59,Pós-graduação,0,Casado,Educação,0
31,1992-08-13,Goiás,7337.61,Ensino Superior,1,Casado,Educação,12
35,1989-01-02,Goiás,6990.35,Ensino Superior,0,Casado,Comércio,6
37,1986-10-31,Pernambuco,2351.85,Ensino Fundamental,0,Casado,Educação,13
44,1979-06-12,Pernambuco,6439.45,Ensino Médio,1,Solteiro,Comércio,11
24,2000-01-15,Espírito Santo,6148.9,Ensino Médio,2,Solteiro,Comércio,5
25,1998-04-17,Acre,6234.74,Ensino Médio,0,Casado,Indústria,5
27,1996-06-26,Alagoas,14874.86,Pós-graduação,1,Solteiro,Saúde,6
58,1965-05-15,São Paulo,10074.43,Ensino Médio,1,Casado,Educação,32
20,2004-01-13,Minas Gerais,5540.05,Ensino Médio,0,Casado,Comércio,0
58,1965-10-23,Piauí,10641.13,Ensino Médio,2,Casado,Comércio,33
44,1979-05-11,Amapá,13678.25,Ensino Superior,0,Solteiro,Indústria,15
39,1984-12-08,Espírito Santo,7626.87,Ensino Médio,0,Casado,Tecnologia,4
21,2003-03-24,Rio de Janeiro,8103.27,Ensino Superior,0,Casado,Indústria,0
45,1978-08-04,Rio Grande do Norte,3630.74,Ensino Fundamental,0,Casado,Educação,2
64,1959-10-07,Santa Catarina,10243.58,Ensino Médio,0,Casado,Comércio,27
24,1999-12-08,São Paulo,5911.56,Ensino Médio,1,Casado,Tecnologia,6
81,1942-07-21,Distrito Federal,5333.97,Ensino Médio,1,Casado,Tecnologia,8
23,2000-07-05,Bahia,5123.62,Ensino Médio,2,Casado,Educação,2
48,1976-02-14,Rio Grande do Norte,6354.28,Ensino Fundamental,0,Solteiro,Indústria,23
28,1996-03-08,Ceará,4559.1,Ensino Fundamental,0,Casado,Tecnologia,10
18,2005-06-16,Sergipe,2748.92,Ensino Médio,0,Casado,Saúde,0
21,2002-07-21,Pará,2807.19,Ensino Fundamental,0,Divorciado,Educação,1
51,1972-05-27,Acre,16673.21,Ensino Superior,0,Casado,Indústria,23
54,1970-01-07,Espírito Santo,9730.09,Ensino Médio,2,Solteiro,Indústria,12
18,2006-03-13,Alagoas,3575.95,Ensino Médio,1,Solteiro,Saúde,0
24,2000-01-10,Ceará,8985.61,Ensino Superior,1,Solteiro,Saúde,1
30,1993-04-17,Sergipe,2932.71,Ensino Fundamental,0,Solteiro,Tecnologia,2
46,1977-08-12,Roraima,7559.46,Ensino Médio,0,Divorciado,Comércio,22
20,2003-11-01,Ceará,2610.8,Ensino Fundamental,0,Casado,Indústria,2
32,1991-09-20,Maranhão,5596.51,Ensino Médio,4,Divorciado,Tecnologia,14
40,1984-02-21,Pernambuco,6790.39,Ensino Médio,0,Viúvo,Educação,4
23,2001-01-17,Mato Grosso,7195.5,Ensino Superior,0,Casado,Saúde,4
39,1984-11-21,Amazonas,3149.48,Ensino Fundamental,3,Divorciado,Saúde,11
65,1958-11-03,Rio de Janeiro,4609.7,Ensino Superior,0,Casado,Comércio,4
37,1986-12-06,Santa Catarina,9154.56,Ensino Médio,1,Solteiro,Tecnologia,16
53,1970-09-15,Maranhão,11961.41,Ensino Superior,0,Solteiro,Comércio,29
54,1970-01-30,Goiás,10149.12,Ensino Superior,1,Solteiro,Saúde,14
65,1959-02-03,Roraima,5931.06,Ensino Médio,2,Casado,Comércio,30
21,2002-05-01,Paraná,6339.02,Ensino Médio,0,Solteiro,Tecnologia,0
44,1979-07-22,Piauí,10845.32,Ensino Superior,0,Solteiro,Comércio,12
24,2000-02-05,Pará,3652.45,Ensino Médio,0,Casado,Educação,3
33,1991-01-25,Goiás,4947.03,Ensino Fundamental,1,Casado,Indústria,15
26,1997-08-08,Tocantins,3236.36,Ensino Fundamental,0,Solteiro,Comércio,4
61,1962-07-03,Minas Gerais,9752.84,Ensino Médio,0,Casado,Saúde,13
52,1972-01-22,Rio de Janeiro,4132.92,Ensino Médio,0,Casado,Comércio,14
35,1988-09-20,Amazonas,6672.45,Ensino Médio,0,Solteiro,Educação,11
64,1959-10-03,Maranhão,7244.91,Ensino Superior,0,Casado,Saúde,24
29,1995-01-15,Roraima,4599.59,Ensino Fundamental,1,Solteiro,Comércio,11
40,1983-09-16,Rio Grande do Sul,11368.53,Ensino Superior,0,Casado,Indústria,5
27,1996-08-11,Minas Gerais,4657.39,Ensino Fundamental,3,Divorciado,Saúde,8
44,1979-12-26,Mato Grosso,8632.62,Ensino Médio,2,Solteiro,Saúde,16
34,1989-06-02,Minas Gerais,11358.51,Ensino Superior,0,Casado,Saúde,4
58,1965-10-14,Rio Grande do Sul,6776.04,Ensino Médio,1,Casado,Tecnologia,33
30,1993-05-13,Goiás,6123.39,Ensino Superior,3,Casado,Comércio,10
27,1997-01-25,Espírito Santo,4605.85,Ensino Médio,1,Casado,Tecnologia,1
61,1962-06-14,Pará,24490.15,Pós-graduação,1,Solteiro,Tecnologia,21
58,1965-06-14,Bahia,7463.47,Ensino Fundamental,2,Viúvo,Comércio,37
49,1974-06-17,Rio Grande do Sul,3383.27,Ensino Fundamental,0,Casado,Tecnologia,20
60,1963-06-23,Rio de Janeiro,5208.6,Ensino Fundamental,0,Solteiro,Educação,13
52,1971-05-28,Rio de Janeiro,6294.06,Ensino Médio,4,Solteiro,Educação,33
27,1997-01-23,Pernambuco,4659.72,Ensino Superior,0,Casado,Indústria,2
61,1962-08-29,Alagoas,11870.68,Ensino Médio,0,Casado,Saúde,16
29,1994-12-29,Pernambuco,9875.3,Ensino Superior,0,Solteiro,Educação,9
19,2004-10-29,Alagoas,4205.08,Ensino Fundamental,5,Casado,Saúde,0
27,1996-08-30,Santa Catarina,9337.7,Ensino Superior,0,Casado,Tecnologia,5
20,2003-08-18,Piauí,2999.21,Ensino Médio,1,Solteiro,Educação,1
20,2003-07-17,Santa Catarina,10951.12,Pós-graduação,1,Casado,Indústria,0
50,1973-08-16,Rondônia,5987.2,Ensino Médio,1,Casado,Indústria,2
28,1996-03-12,Alagoas,3396.34,Ensino Médio,1,Casado,Educação,7
33,1990-06-02,Rio Grande do Sul,5578.21,Ensino Médio,0,Casado,Saúde,0
28,1995-12-16,Acre,7929.03,Ensino Médio,1,Casado,Saúde,10
26,1997-11-06,Santa Catarina,3007.95,Ensino Médio,0,Solteiro,Comércio,4
48,1975-10-19,Tocantins,7402.21,Ensino Médio,1,Solteiro,Tecnologia,12
40,1983-05-03,Bahia,7620.43,Ensino Médio,3,Casado,Educação,20
41,1982-07-17,Amazonas,6891.2,Ensino Médio,0,Solteiro,Comércio,12
26,1997-12-14,Santa Catarina,6068.09,Ensino Médio,2,Casado,Educação,2
44,1979-08-26,Minas Gerais,7430.1,Ensino Médio,0,Solteiro,Comércio,16
40,1983-06-24,Maranhão,10412.52,Ensino Médio,1,Solteiro,Saúde,22
24,2000-04-06,Santa Catarina,4773.22,Ensino Médio,0,Divorciado,Comércio,6
31,1992-05-11,Rondônia,3109.29,Ensino Médio,0,Divorciado,Saúde,7
32,1991-09-07,Alagoas,2780.9,Ensino Fundamental,3,Casado,Educação,9
18,2006-04-01,Rio de Janeiro,3655.89,Ensino Superior,3,Solteiro,Saúde,0
30,1993-05-25,Roraima,4157.07,Ensino Médio,0,Casado,Tecnologia,7
30,1993-12-02,Maranhão,5893.78,Ensino Superior,0,Casado,Tecnologia,2
55,1968-12-04,Amazonas,14255.34,Ensino Superior,0,Casado,Saúde,28
20,2003-11-01,Rio Grande do Norte,5535.4,Ensino Médio,0,Casado,Tecnologia,0
21,2002-06-24,Amazonas,4682.19,Ensino Médio,4,Solteiro,Comércio,3
82,1941-06-08,Amapá,3134.56,Ensino Fundamental,0,Casado,Comércio,21
19,2004-08-07,Amazonas,2609.97,Ensino Fundamental,0,Casado,Indústria,0
47,1977-01-09,Goiás,6278.23,Ensino Médio,0,Solteiro,Educação,21
27,1997-02-21,Paraíba,3411.68,Ensino Fundamental,0,Solteiro,Indústria,4
47,1976-07-31,Pernambuco,10361.3,Ensino Médio,0,Casado,Tecnologia,24
43,1981-02-03,Roraima,4497.34,Ensino Superior,1,Solteiro,Educação,12
29,1995-03-28,Paraná,3373.2,Ensino Fundamental,0,Casado,Educação,4
21,2002-09-26,Amazonas,6206.66,Ensino Médio,1,Solteiro,Indústria,2
44,1979-08-05,Tocantins,6345.19,Ensino Superior,2,Viúvo,Educação,0
47,1977-01-08,Rio de Janeiro,11153.61,Ensino Superior,0,Divorciado,Saúde,3
54,1969-10-03,Rondônia,13368.57,Ensino Superior,1,Solteiro,Saúde,22
43,1980-12-04,Mato Grosso,12750.36,Ensino Superior,1,Viúvo,Comércio,13
28,1995-06-23,Distrito Federal,3895.59,Ensino Fundamental,0,Casado,Educação,5
33,1990-05-18,Sergipe,7838.13,Ensino Médio,0,Casado,Saúde,15
47,1977-01-17,Tocantins,4582.72,Ensino Médio,2,Viúvo,Comércio,23
27,1996-07-05,Mato Grosso do Sul,6721.74,Ensino Médio,4,Solteiro,Indústria,3
54,1969-10-10,Rio Grande do Norte,7197.44,Ensino Fundamental,0,Solteiro,Indústria,25
30,1994-01-01,São Paulo,2886.74,Ensino Médio,1,Casado,Comércio,11
44,1979-12-07,Tocantins,4596.2,Ensino Fundamental,0,Solteiro,Comércio,6
65,1958-11-16,Espírito Santo,15030.76,Ensino Superior,0,Casado,Tecnologia,41
57,1966-06-05,Piauí,5833.03,Ensino Fundamental,1,Casado,Indústria,30
31,1992-05-01,Paraíba,3596.61,Ensino Médio,1,Casado,Educação,10
19,2004-11-02,Maranhão,5899.15,Ensino Médio,0,Solteiro,Comércio,0
32,1991-08-30,Paraná,4883.55,Ensino Superior,3,Viúvo,Indústria,13
34,1989-05-30,Pernambuco,5592.85,Ensino Médio,2,Solteiro,Comércio,9
65,1958-04-25,Rio Grande do Sul,7857.25,Ensino Fundamental,1,Casado,Comércio,40
18,2006-03-28,Amapá,3861.01,Ensino Médio,1,Casado,Indústria,0
50,1973-12-05,Mato Grosso do Sul,9325.44,Ensino Médio,1,Casado,Comércio,15
45,1978-09-11,Paraíba,3565.35,Ensino Fundamental,0,Casado,Indústria,4
55,1968-09-19,Paraná,3153.08,Ensino Fundamental,2,Casado,Saúde,15
19,2004-10-24,Mato Grosso,5902.31,Ensino Médio,3,Casado,Comércio,1
30,1993-04-20,Maranhão,3772.17,Ensino Fundamental,0,Casado,Educação,5
40,1983-06-20,Goiás,6429.2,Ensino Médio,0,Solteiro,Tecnologia,8
30,1993-10-17,Espírito Santo,4434.24,Ensino Médio,0,Solteiro,Saúde,10
30,1993-06-09,Goiás,7295.58,Ensino Médio,1,Solteiro,Indústria,8
49,1975-03-09,Sergipe,5459.37,Ensino Fundamental,0,Solteiro,Educação,26
30,1994-02-19,Mato Grosso do Sul,4839.18,Ensino Médio,1,Casado,Educação,10
32,1991-11-16,Tocantins,9097.11,Ensino Superior,0,Casado,Indústria,1
63,1960-12-09,Amazonas,3430.84,Ensino Fundamental,1,Casado,Tecnologia,12
65,1959-03-11,Rio Grande do Sul,5143.36,Ensino Médio,1,Casado,Saúde,7
45,1978-09-05,Sergipe,4268.8,Ensino Fundamental,0,Casado,Tecnologia,19
33,1990-06-25,Acre,4673.13,Ensino Médio,2,Divorciado,Comércio,2
37,1987-02-15,Minas Gerais,4547.03,Ensino Fundamental,0,Solteiro,Indústria,5
36,1988-03-24,Paraná,5511.62,Ensino Médio,3,Casado,Indústria,9
61,1962-10-07,Maranhão,10880.56,Ensino Médio,2,Casado,Comércio,30
41,1982-09-09,Alagoas,7127.66,Ensino Médio,1,Casado,Educação,11
38,1985-05-03,Paraná,4419.46,Ensino Médio,2,Casado,Tecnologia,8
23,2000-09-19,São Paulo,5897.77,Ensino Médio,2,Viúvo,Educação,0
49,1974-06-21,Tocantins,13858.08,Ensino Superior,2,Divorciado,Indústria,13
27,1996-10-20,Pará,5068.87,Ensino Superior,2,Casado,Saúde,6
25,1999-01-22,São Paulo,2493.34,Ensino Médio,1,Solteiro,Educação,4
57,1966-07-27,Piauí,9099.87,Ensino Médio,3,Casado,Comércio,16
57,1966-05-19,Acre,4725.01,Ensino Médio,1,Solteiro,Comércio,7
63,1961-03-11,Tocantins,9168.62,Ensino Médio,0,Casado,Saúde,41
44,1979-07-06,Rondônia,12571.73,Pós-graduação,3,Casado,Indústria,13
29,1994-05-08,São Paulo,7326.32,Ensino Médio,0,Casado,Educação,9
19,2004-07-18,Goiás,6752.57,Ensino Superior,0,Casado,Tecnologia,1
